date,engine,prompt,mentioned,cited,position,cited_sources,notes,method
2026-09-16,Gemini,Barbara Tigges artist,,,,,,manual
2026-09-16,Claude,Barbara Tigges artist,,,,,,manual
2026-09-16,Google AI Mode,Barbara Tigges artist,,,,,,manual
2026-09-16,Gemini,Barbara Tigges Basel,,,,,,manual
2026-09-16,Claude,Barbara Tigges Basel,,,,,,manual
2026-09-16,Google AI Mode,Barbara Tigges Basel,,,,,,manual
